artist,track,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
Franz Ferdinand,The Dark Of The Matin√©e,4.1,59.0,0.452,0.805,6.0,-4.368,0,0.0299,0.00551,3.18e-06,0.221,0.708,114.431,4,rock
Warish,Woven,3.41,35.0,0.346,0.948,2.0,-6.858,1,0.0687,0.00172,0.85,0.0675,0.282,96.15,4,rock
Collective Soul,Shine,5.1,69.0,0.54,0.423,6.0,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,4,rock
Samiam,Factory,3.51,23.0,0.391,0.902,9.0,-5.361,1,0.0569,4.99e-05,0.000378,0.0884,0.611,174.967,4,rock
Ghost Funk Orchestra,Seven Eight,3.21,36.0,0.31,0.79,5.0,-7.745,1,0.0391,0.583,0.505,0.0833,0.889,198.698,1,rock
LL Cool J,I Can't Live Without My Radio,5.46,42.0,0.764,0.508,10.0,-13.165,0,0.515,0.000347,0.00996,0.0917,0.862,179.257,4,hiphop
Theraphosa,The Morning Star,3.86,16.0,0.548,0.83,6.0,-5.424,1,0.0292,0.011,0.000105,0.575,0.276,99.996,4,metal
Old Man's Child,Seeds Of The Ancient Gods,6.63,26.0,0.117,0.976,9.0,-6.008,1,0.124,7.76e-06,0.787,0.0839,0.118,80.044,1,metal
As I Lay Dying,My Own Grave,4.22,62.0,0.477,0.994,5.0,-4.953,0,0.241,0.000115,0.0129,0.0534,0.0397,125.058,4,metal
Gracia Montes,Maruja Lim√≥n,2.54,26.0,0.618,0.475,2.0,-11.244,1,0.105,0.881,0.00172,0.481,0.918,94.485,4,pop
White Reaper,Might Be Right,3.95,53.0,0.595,0.861,1.0,-3.907,0,0.0327,0.00222,0.18,0.227,0.892,131.995,4,rock
Passenger,Hell Or High Water,3.67,42.0,0.338,0.721,4.0,-5.735,0,0.0587,0.00182,2.03e-05,0.349,0.381,80.774,4,pop
Esprit D'Air,Leviathan,4.28,40.0,0.386,0.94,1.0,-1.971,0,0.041,6.31e-05,0.0267,0.197,0.204,174.032,4,metal
"Gerald Finzi, Academy of St. Martin in the Fields, Sir Neville Marriner","Romance for String Orchestra, Op.11",7.36,19.0,0.0892,0.0759,8.0,-22.61,1,0.0416,0.95,0.847,0.0994,0.0718,80.12,4,instrumental
Roni Dot,Modern Love,3.25,2.0,0.338,0.197,5.0,-16.06,1,0.0355,0.664,0.000308,0.133,0.21,135.799,1,pop
Leslie West,Dreams of Milk & Honey,3.56,23.0,0.512,0.687,9.0,-11.717,1,0.0409,0.0431,0.0107,0.12,0.681,101.352,4,rock
Back On Earth,Save Me,3.44,8.0,0.402,0.956,1.0,-3.795,0,0.0487,4.11e-05,6.54e-06,0.13,0.231,135.021,4,rock
Iration,Right Here Right Now (feat. Eric Rachmany and Stick Figure),5.31,40.0,0.643,0.664,5.0,-6.177,0,0.0519,0.158,0.00267,0.219,0.705,141.898,4,rock
Bishop Briggs,River,3.6,75.0,0.733,0.477,2.0,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,4,rock
I,Warriors,2.85,71.0,0.365,0.851,4.0,-6.238,0,0.0645,0.0964,0.003,0.237,0.309,78.086,4,metal
No Sinner,Leadfoot,4.09,35.0,0.345,0.852,11.0,-4.245,1,0.0499,0.00016,0.0165,0.157,0.396,137.089,4,rock
Free Party,Middle School,2.47,47.0,0.82,0.432,1.0,-10.289,1,0.311,0.352,8.06e-06,0.104,0.59,71.853,4,hiphop
Adekunle Gold,Pretty Girl,3.11,54.0,0.8,0.751,10.0,-3.604,0,0.0781,0.00969,0.000782,0.0381,0.646,93.999,4,pop
Billy Idol,White Wedding,4.2,70.0,0.673,0.814,9.0,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,4,rock
"Seamus Blake, Chris Cheek",Count Your Blessings,8.2,41.0,0.446,0.242,8.0,-14.152,1,0.0368,0.87,0.497,0.105,0.171,126.681,4,instrumental
Jimmy Eat World,Get Right,2.83,43.0,0.453,0.892,2.0,-5.033,0,0.0381,5.61e-06,0.00132,0.35,0.586,86.01,4,rock
Ravid Plotnik,◊ê◊û◊ï◊†◊î ◊¢◊ô◊ï◊ï◊®◊™,4.76,37.0,0.789,0.719,8.0,-9.045,0,0.154,0.273,0.000528,0.732,0.173,102.96,4,hiphop
Man Parrish,Hip Hop Be Bop (Original Version),5.6,36.0,0.822,0.702,1.0,-13.507,1,0.0898,0.015,0.555,0.115,0.792,115.777,4,hiphop
Jessie Ware,Please - Single Edit,3.67,63.0,0.665,0.69,7.0,-7.275,1,0.0369,0.0325,0.0147,0.116,0.454,120.032,4,pop
Pinkish Black,Concept Unification,5.23,30.0,0.101,0.328,2.0,-8.677,1,0.0362,0.0909,0.835,0.0706,0.0345,79.452,3,metal
Nirvana,School,2.7,59.0,0.21,0.943,4.0,-7.656,1,0.0785,1.15e-05,0.493,0.0739,0.13,164.844,4,rock
Bonfire,American Nights - Almost Unplugged,3.86,30.0,0.643,0.81,8.0,-4.786,1,0.0246,0.000626,0.000464,0.0621,0.541,103.988,4,metal
Children Of Bodom,Are You Dead Yet,3.91,60.0,0.461,0.961,8.0,-3.011,1,0.0479,6.39e-06,0.14,0.308,0.416,96.009,4,metal
Nathaniel Rateliff & The Night Sweats,You Worry Me,3.57,64.0,0.666,0.646,2.0,-7.722,1,0.0268,0.124,0.286,0.095,0.664,100.05,4,rock
Lake Street Dive,You Go Down Smooth,3.49,57.0,0.314,0.787,4.0,-4.838,1,0.0771,0.0712,2.25e-05,0.16,0.294,189.901,4,pop
Jos√© Gonz√°lez,Visions,3.93,57.0,0.516,0.243,2.0,-11.832,1,0.0319,0.872,0.00598,0.0999,0.204,97.526,4,pop
Jimi Hendrix,Hey Joe,3.5,70.0,0.346,0.768,9.0,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,4,rock
Attendant,Seen The Light,3.7,33.0,0.47,0.954,11.0,-4.856,1,0.0638,6.85e-06,6.36e-05,0.232,0.349,130.012,4,rock
Deceptic,Dissonance,3.72,29.0,0.534,0.976,4.0,-6.742,1,0.156,0.000582,5.29e-06,0.0615,0.131,120.008,4,metal
Pet Shop Boys,West End Girls - 2001 Remaster,4.76,70.0,0.651,0.949,4.0,-6.566,0,0.0403,0.00737,0.125,0.286,0.61,113.257,4,rock
Clawfinger,The Truth,4.21,34.0,0.668,0.976,2.0,-2.713,1,0.0883,0.0535,0.147,0.0782,0.765,95.886,4,metal
Da Brat,Da B Side (feat. The Notorious B.I.G.),3.73,56.0,0.849,0.61,8.0,-10.822,1,0.154,0.0204,4.76e-06,0.0454,0.566,99.01,4,hiphop
DOPE LEMON,Marinade,3.97,66.0,0.677,0.74,2.0,-6.528,1,0.0243,0.242,0.0146,0.105,0.679,110.193,4,rock
Four Year Strong,Go Down in History,3.66,48.0,0.505,0.985,5.0,-4.401,1,0.119,6.04e-05,1.02e-05,0.351,0.243,119.993,4,rock
Yehudit Ravitz,◊õ◊û◊ï ◊ê◊ú ◊û◊ô◊ù,4.68,19.0,0.41,0.212,2.0,-16.436,1,0.0328,0.708,2.06e-05,0.0837,0.279,130.936,4,rock
Ozzy Osbourne,Shot in the Dark,4.27,62.0,0.581,0.791,6.0,-7.262,1,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,3,rock
SE SO NEON,The Wave ÌååÎèÑ,4.71,44.0,0.519,0.839,9.0,-2.531,0,0.184,0.0177,0.315,0.0718,0.543,89.825,4,rock
Attack Attack!,Brachyura Bombshell,3.74,56.0,0.478,0.971,1.0,-4.845,1,0.0853,0.000987,0.0192,0.0809,0.38,122.397,4,rock
Opeth,Windowpane,7.74,56.0,0.328,0.553,6.0,-6.252,1,0.0267,0.156,0.412,0.0985,0.322,159.959,4,metal
Marduk,Panzer Division Marduk,2.66,33.0,0.192,0.978,3.0,-6.359,1,0.095,6.03e-06,0.692,0.367,0.0388,94.885,4,metal
Volbeat,Still Counting,4.36,71.0,0.309,0.919,2.0,-3.131,1,0.0609,0.00039,0.000225,0.423,0.322,103.891,4,metal
Francine,Goodbye Forever,3.9,47.0,0.439,0.972,9.0,-4.622,0,0.104,0.00015,0.00581,0.139,0.696,176.098,4,rock
$uicideboy$,"...And To Those I Love, Thanks For Sticking Around",2.81,79.0,0.792,0.511,2.0,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,113.983,4,hiphop
Oliver Tree,Let Me Down (feat. blink-182),2.66,58.0,0.519,0.862,7.0,-2.609,1,0.0424,0.0156,2.37e-06,0.164,0.396,159.938,4,rock
Cake,Short Skirt / Long Jacket,3.4,66.0,0.778,0.899,2.0,-6.552,1,0.0451,0.0028,0.0345,0.0263,0.881,119.995,4,rock
The Birthday Party,Mr Clarinet,3.73,34.0,0.472,0.647,5.0,-12.903,1,0.035,0.0104,3e-06,0.47,0.84,151.569,4,rock
Prince,Purple Rain,8.68,75.0,0.367,0.452,10.0,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,4,rock
We Are PIGS,The Red,3.84,42.0,0.435,0.77,8.0,-6.126,0,0.0561,0.00459,0.0479,0.519,0.372,144.323,4,rock
TENDOUJI,CRAZY (feat. ROY),2.62,41.0,0.542,0.82,3.0,-5.452,1,0.0659,0.000288,0.00157,0.453,0.789,153.09,4,rock
Diamond Head,It's Electric,3.31,41.0,0.335,0.953,5.0,-3.997,0,0.166,0.000184,0.0345,0.347,0.584,171.106,4,metal
Linkin Park,One Step Closer,2.62,76.0,0.492,0.969,9.0,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,metal
Kutiman,Sakla Beni,4.68,23.0,0.456,0.513,5.0,-11.221,0,0.0277,0.00447,0.0273,0.114,0.771,153.995,3,rock
Majestic,Rasputin,3.1,88.0,0.758,0.913,6.0,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,4,pop
Def Leppard,Hysteria - Remastered 2017,5.91,57.0,0.659,0.846,7.0,-5.508,1,0.0274,0.0318,0.0144,0.203,0.659,107.01,4,rock
Miri Mesika,◊ó◊ô◊ô◊ê◊™◊ô,3.28,21.0,0.565,0.632,6.0,-5.208,0,0.0473,0.703,1.26e-05,0.125,0.484,149.953,4,pop
PJ Harvey,Down By The Water,3.24,58.0,0.623,0.622,2.0,-12.255,1,0.0412,0.00168,0.181,0.343,0.319,125.166,4,rock
Hey! Douglas,Lokomotif,5.78,32.0,0.603,0.541,2.0,-10.853,0,0.067,0.124,0.926,0.0709,0.384,179.963,4,rock
R. D. Burman,"Mehbooba Mehbooba - From “Sholay Songs And Dialogues, Vol. 2” Soundtrack",3.9,36.0,0.528,0.477,3.0,-10.454,1,0.0358,0.978,0.557,0.112,0.422,111.511,4,bollywood
Abimaro,Folding,3.79,52.0,0.462,0.203,10.0,-16.313,1,0.0355,0.975,0.113,0.102,0.437,153.716,4,pop
John Lennon,Jealous Guy - Remastered 2010,4.3,66.0,0.489,0.389,4.0,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,4,rock
Michael Schenker Group,Drilled to Kill,4.53,39.0,0.522,0.967,2.0,-5.218,1,0.142,0.000313,0.00438,0.0633,0.284,130.019,4,metal
KTZ Players,Stillness,2.79,54.0,0.533,0.0492,9.0,-19.517,1,0.0319,0.912,0.862,0.119,0.166,96.842,4,instrumental
Marvin Gaye,Inner City Blues (Make Me Wanna Holler),5.46,62.0,0.63,0.455,1.0,-13.667,1,0.0322,0.792,0.132,0.133,0.645,94.08,4,hiphop
George Michael,Faith - Remastered,3.22,74.0,0.887,0.48,11.0,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,4,rock
Nova Twins,Undertaker - FEVER 333 Remix,2.25,47.0,0.602,0.891,10.0,-3.722,0,0.102,0.00802,0.000103,0.64,0.688,137.15,4,rock
The Struts,Could Have Been Me,3.13,67.0,0.541,0.907,4.0,-4.512,1,0.0642,0.0158,0.000185,0.34,0.434,80.029,4,rock
Wither,Feel Your Weight,2.31,21.0,0.287,0.95,11.0,-5.716,1,0.148,2.65e-05,0.000278,0.0372,0.208,110.977,4,metal
Boston,Peace of Mind,5.06,69.0,0.421,0.677,4.0,-6.183,1,0.0343,0.000989,9.65e-05,0.211,0.683,127.67,4,rock
Rejjie Snow,Mirrors,3.71,49.0,0.755,0.722,1.0,-6.231,0,0.23,0.339,2.53e-05,0.148,0.537,87.275,4,hiphop
Briston Maroney,The Garden,3.17,43.0,0.572,0.626,9.0,-9.453,1,0.0558,0.00481,0.000469,0.113,0.17,97.026,4,rock
Ida Maria,Dirty Money,2.95,38.0,0.554,0.92,11.0,-4.599,1,0.0448,0.00152,1.08e-05,0.474,0.697,98.033,4,rock
While She Sleeps,SYSTEMATIC,2.94,61.0,0.528,0.961,10.0,-4.621,0,0.107,0.000149,0.000146,0.102,0.441,130.038,4,rock
Thirty Seconds To Mars,Attack,3.14,59.0,0.333,0.877,5.0,-1.894,0,0.0603,0.00332,0.00101,0.769,0.285,175.095,4,rock
AC/DC,Back In Black,4.26,84.0,0.31,0.7,9.0,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,metal
Melanie,Birthday Of The Sun - Live at Woodstock,3.7,22.0,0.549,0.133,9.0,-16.793,1,0.0785,0.814,1.62e-05,0.694,0.198,76.632,4,rock
Manna Dey,Ae Mere Zohra Jabeen,3.92,29.0,0.441,0.463,6.0,-11.476,0,0.074,0.984,0.14,0.0993,0.515,79.579,3,bollywood
Rising Insane,Meant to Live,3.89,41.0,0.453,0.978,4.0,-5.468,0,0.0752,2.69e-05,0.000109,0.0698,0.308,141.979,4,metal
Maher Cissoko,Suutoo Yé Diyaa,3.85,32.0,0.454,0.142,6.0,-24.853,0,0.0576,0.967,0.902,0.0881,0.749,156.214,3,instrumental
Scarface,Smile,5.01,63.0,0.7,0.402,5.0,-9.93,0,0.278,0.0498,1.04e-06,0.16,0.499,77.871,4,hiphop
Planet of Zeus,Leftovers,3.84,38.0,0.452,0.915,11.0,-3.836,1,0.0355,9.51e-06,0.000188,0.0709,0.522,104.995,3,metal
Pop Evil,Waking Lions,3.87,61.0,0.507,0.973,6.0,-2.905,1,0.176,2.1e-05,0.0329,0.346,0.706,143.075,4,rock
Eyes Set To Kill,Find Our Way,3.49,45.0,0.578,0.826,5.0,-7.537,1,0.0405,2.16e-05,0.676,0.188,0.376,110.049,4,rock
Yes,Then - 2013 Remaster,5.74,42.0,0.37,0.476,3.0,-12.73,0,0.0535,0.101,0.00252,0.0779,0.294,119.337,5,rock
Sia,Elastic Heart,4.29,71.0,0.421,0.791,9.0,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,4,pop
Anthrax,Got The Time,2.74,58.0,0.371,0.973,10.0,-5.303,0,0.135,0.000641,0.00163,0.0423,0.444,127.721,4,metal
Yehudit Ravitz,◊í◊¢◊í◊ï◊¢,4.69,23.0,0.502,0.959,6.0,-4.549,0,0.0843,0.0445,0.631,0.344,0.67,112.463,4,rock
In Flames,Through Oblivion,3.62,41.0,0.52,0.653,1.0,-5.77,1,0.0623,0.00742,0.00415,0.162,0.601,169.948,4,metal
Quiet Riot,Cum on Feel the Noize,4.85,71.0,0.409,0.92,11.0,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,4,rock
IDLES,Great,2.74,40.0,0.4,0.986,1.0,-3.248,1,0.145,6.17e-05,1.5e-06,0.105,0.238,108.352,4,rock
AC/DC,Live Wire,5.81,56.0,0.586,0.84,7.0,-5.341,1,0.0487,0.0122,0.0116,0.0842,0.0784,132.36,4,rock
Royal Blood,Little Monster,3.54,60.0,0.454,0.882,5.0,-4.251,1,0.06,0.00122,0.00156,0.138,0.497,95.999,4,rock
The Silhouettes Project,Free Your Mind,4.16,43.0,0.7,0.449,11.0,-8.428,1,0.0922,0.761,5.79e-05,0.111,0.556,88.737,4,hiphop
Eliad,◊©◊û◊ô◊ô◊ù,3.46,38.0,0.746,0.634,7.0,-6.617,0,0.0363,0.0851,2.49e-05,0.12,0.757,92.008,4,pop
All About Eve,Flowers In Our Hair,4.43,32.0,0.491,0.797,6.0,-10.239,0,0.0383,0.0125,2.49e-05,0.111,0.61,152.268,4,rock
Muse,Hysteria,3.79,70.0,0.412,0.92,9.0,-4.852,0,0.0575,0.000456,0.0026,0.11,0.455,93.162,4,rock
The HU,Sad But True,5.55,56.0,0.39,0.893,1.0,-5.153,1,0.0862,0.0028,0.0256,0.191,0.219,178.08,4,metal
WSTR,Crisis,3.28,44.0,0.48,0.93,9.0,-4.501,1,0.112,0.0011,0.000502,0.239,0.543,143.011,4,rock
Pretty Lights,Hot Like Sauce,7.02,49.0,0.707,0.615,2.0,-5.75,1,0.0324,0.00134,0.0406,0.561,0.113,89.994,4,rock
Loop,Vapour (Remastered),6.14,4.0,0.201,0.989,2.0,-5.715,1,0.132,4.91e-06,0.846,0.0697,0.382,128.774,4,rock
Pretty Maids,Sickening,3.77,34.0,0.441,0.936,4.0,-6.823,1,0.0839,8.98e-06,0.00486,0.0791,0.4,75.988,4,metal
Kossisko,World of Trouble,3.07,45.0,0.87,0.731,1.0,-3.28,1,0.213,0.211,0.000176,0.11,0.566,99.987,4,hiphop
Yngwie Malmsteen,Wolves At The Door,5.91,50.0,0.455,0.912,1.0,-9.305,1,0.12,0.0257,0.605,0.43,0.241,139.937,4,metal
Har Mar Superstar,"Lady, You Shot Me",3.02,42.0,0.397,0.81,4.0,-5.495,1,0.0433,0.0147,0.025,0.168,0.459,110.876,4,pop
Arik Einstein,◊ê◊ì◊ï◊ü ◊©◊ï◊ß◊ï,3.52,42.0,0.765,0.533,2.0,-13.167,1,0.029,0.496,6.67e-05,0.114,0.756,104.873,4,rock
Stereophonics,Dakota,4.96,69.0,0.506,0.93,4.0,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,4,rock
Reece Young,All In My Head,3.42,37.0,0.578,0.794,9.0,-7.881,1,0.0288,0.128,0.000257,0.34,0.351,143.996,4,rock
Testament,Night of the Witch,6.53,49.0,0.437,0.995,11.0,-4.997,1,0.142,7.83e-06,0.165,0.316,0.038,118.049,4,metal
Geeta Dutt,Ek Do Teen Char Aur Panch,3.4,2.0,0.671,0.454,9.0,-6.306,1,0.257,0.916,0.0331,0.167,0.817,173.672,4,bollywood
Whethan,All In My Head (feat. grandson),2.47,49.0,0.747,0.932,9.0,-4.671,0,0.157,0.0225,0.0122,0.176,0.937,147.04,4,rock
Slayer,Bitter Peace,4.53,45.0,0.243,0.981,6.0,-4.092,0,0.114,3.42e-05,0.0186,0.146,0.272,100.189,4,metal
Andi,Life's Not Like The Movies,2.68,59.0,0.697,0.494,7.0,-5.206,1,0.0317,0.274,5.14e-06,0.0936,0.357,90.842,4,pop
Lynyrd Skynyrd,Free Bird,9.32,13.0,0.279,0.852,7.0,-7.838,1,0.0511,0.0119,0.076,0.0624,0.438,117.418,4,rock
Black Eyed Peas,Joints & Jam,3.59,43.0,0.942,0.737,10.0,-7.21,0,0.0971,0.0166,1.43e-05,0.0443,0.689,106.923,4,hiphop
London Grammar,Californian Soil,3.69,58.0,0.572,0.583,2.0,-7.407,1,0.0412,0.153,0.000109,0.0977,0.181,84.017,4,pop
Toumani Diabaté,Elyne Road,8.79,36.0,0.532,0.145,4.0,-18.508,1,0.0357,0.875,0.838,0.225,0.383,128.316,3,instrumental
Chris Isaak,Wicked Game,4.82,66.0,0.661,0.3,9.0,-18.055,1,0.0294,0.688,0.0118,0.0839,0.359,112.327,4,rock
Joey Alexander,Draw Me Nearer,4.71,41.0,0.698,0.214,7.0,-15.785,1,0.0378,0.803,0.893,0.112,0.172,121.769,4,instrumental
Fresh,My Redemption Arc,2.9,21.0,0.564,0.722,5.0,-5.92,1,0.0291,0.153,6.46e-05,0.108,0.379,135.034,4,rock
Cheap Trick,Light Up The Fire,2.9,37.0,0.541,0.976,9.0,-2.85,1,0.0401,0.00188,0.00119,0.134,0.503,123.983,4,rock
Juls,Soweto Blues,4.98,57.0,0.863,0.449,11.0,-12.521,0,0.0622,0.00167,0.0235,0.0585,0.399,112.043,4,pop
Angel Snow,Something‚Äôs Got a Hold on Me,3.14,34.0,0.74,0.333,4.0,-11.64,0,0.0274,0.00253,0.0507,0.282,0.266,110.046,4,rock
Machine Head,Message in a Bottle,3.53,50.0,0.324,0.683,1.0,-9.914,0,0.0724,0.0174,0.00727,0.206,0.497,132.284,4,metal
In This Moment,The Fighter,4.88,51.0,0.435,0.743,9.0,-5.804,0,0.0792,0.107,5.76e-06,0.115,0.28,141.877,4,rock
Johnny Goth,These Days R Mine,3.48,50.0,0.591,0.59,2.0,-8.274,1,0.0328,0.0152,0.609,0.282,0.129,114.994,4,rock
"Gabriel Fauré, Christian-Pierre La Marca, Alexis Kossenko, Les Ambassadeurs, Elizabeth Geiger","Requiem en ré mineur, Op. 48: ""Pie Jesu""",3.66,31.0,0.243,0.149,10.0,-17.712,1,0.0408,0.983,0.938,0.109,0.0338,91.044,4,instrumental
Godsmack,1000hp,3.78,52.0,0.52,0.948,6.0,-3.951,0,0.0515,4.36e-05,1.41e-05,0.0525,0.471,92.091,4,rock
Filter,Where Do We Go From Here,5.58,45.0,0.501,0.785,7.0,-6.205,1,0.0329,0.000273,0.0128,0.36,0.21,94.109,4,metal
Flownn,Heartbreak Summer,2.54,30.0,0.779,0.435,1.0,-7.473,1,0.0449,0.813,7.53e-06,0.0787,0.588,91.002,4,pop
Tsjuder,Kill for Satan,4.91,33.0,0.175,0.979,2.0,-5.339,1,0.0985,1.8e-05,0.873,0.324,0.076,101.456,3,metal
"Scott Hamilton, Dena DeRose, Ignasi González, Jo Krause",The Shadow of Your Smile,6.47,51.0,0.487,0.135,2.0,-11.211,0,0.0434,0.915,0.00353,0.686,0.24,105.854,5,instrumental
Arion,I Love to Be Your Enemy,4.7,44.0,0.415,0.969,1.0,-4.916,1,0.149,0.000117,4.69e-05,0.156,0.0955,169.961,4,metal
Crossfaith,FREEDOM,3.35,39.0,0.473,0.953,7.0,-4.549,1,0.107,3.97e-05,0.00227,0.0465,0.322,138.022,4,metal
Robin McAuley,Wanna Take a Ride,3.81,30.0,0.599,0.675,7.0,-6.649,1,0.0313,0.013,0.000118,0.098,0.366,119.966,4,rock
Jub√´l,Dumb,3.21,60.0,0.728,0.636,5.0,-5.824,1,0.0366,0.194,2.57e-05,0.515,0.433,124.023,4,pop
Guns N' Roses,Patience,5.91,66.0,0.457,0.266,6.0,-14.465,1,0.0313,0.711,0.000261,0.124,0.372,120.459,4,rock
The Amazons,Mother,5.09,44.0,0.429,0.873,5.0,-6.121,1,0.0539,0.00362,0.299,0.111,0.439,79.529,4,rock
Alcest,La nuit marche avec moi,4.97,34.0,0.467,0.814,8.0,-4.917,0,0.0338,0.0362,0.17,0.147,0.321,126.014,4,rock
Karolina,Lion,4.28,19.0,0.71,0.583,9.0,-7.309,1,0.321,0.154,5.02e-05,0.723,0.476,79.938,4,hiphop
Gifted Gambler,How About You,3.96,29.0,0.475,0.728,1.0,-10.709,1,0.054,0.00144,0.272,0.117,0.709,160.014,4,rock
INXS,Elegantly Wasted,4.54,46.0,0.736,0.778,5.0,-3.98,1,0.044,0.00125,0.0143,0.0796,0.787,110.014,4,rock
Nine Inch Nails,Only,4.38,47.0,0.7,0.807,9.0,-5.711,0,0.029,0.000576,0.00488,0.0996,0.963,112.15,4,rock
DJ Tunez,Cool Me Down (feat. Wizkid),3.48,57.0,0.783,0.809,5.0,-5.689,0,0.0668,0.0813,0.00358,0.109,0.904,101.043,4,pop
Levels,Chauvinist,3.23,35.0,0.458,0.951,7.0,-3.873,1,0.0677,0.000105,2.89e-05,0.0477,0.282,140.028,4,metal
The Receiving End Of Sirens,Planning a Prison Break,5.3,41.0,0.493,0.914,8.0,-5.894,1,0.0557,0.000136,1.05e-06,0.964,0.74,91.045,4,rock
"Asha Bhosle, Mubarak Begum",Jab Ishq Kahin Ho Jata Hai,8.56,2.0,0.332,0.653,1.0,-9.367,0,0.0788,0.843,0.00413,0.573,0.549,97.079,4,bollywood
"Kavita Krishnamurthy, Mohammad Salamat, Dominique",Hum Dil De Chuke Sanam,6.77,43.0,0.625,0.459,8.0,-10.762,1,0.028,0.241,0.000657,0.134,0.424,111.079,4,bollywood
Young Boiz,◊ô◊ê◊†◊í ◊ë◊ï◊ô◊ñ 3,2.06,29.0,0.742,0.536,11.0,-6.961,0,0.316,0.257,1.13e-05,0.098,0.705,154.889,4,hiphop
"Wolfgang Amadeus Mozart, Isabelle Faust, Giovanni Antonini, Il Giardino Armonico","Concerto for Violin and Orchestra No. 4, in D Major, K. 218: II. Andante cantabile",6.46,22.0,0.208,0.0302,9.0,-26.742,1,0.0407,0.983,0.253,0.117,0.063,105.975,4,instrumental
Sonia Leigh,Jack Is Back,2.7,33.0,0.677,0.766,10.0,-7.98,0,0.0419,0.00625,0.000123,0.141,0.589,131.999,4,rock
Jimmy Harvey,Boy in My Mind,3.22,27.0,0.677,0.582,2.0,-8.943,1,0.0269,0.155,0.0489,0.157,0.169,107.001,4,pop
"Lata Mangeshkar, S. D. Burman",Aaj Phir Jeene Ki Tamanna Hai,3.97,39.0,0.432,0.497,9.0,-10.732,0,0.0345,0.983,0.907,0.101,0.783,97.491,4,bollywood
Atar Mayner,◊ú◊™◊™ ◊ú◊ö,3.94,33.0,0.587,0.624,6.0,-5.6,1,0.0344,0.197,4.23e-06,0.266,0.175,99.964,4,pop
Seether,Fake It,3.23,75.0,0.611,0.95,8.0,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,4,rock
The Backyardigans,Castaways,1.46,73.0,0.756,0.211,5.0,-17.646,1,0.409,0.784,8.65e-06,0.11,0.307,81.253,4,pop
Joy Again,Looking Out for You,2.99,80.0,0.682,0.9,9.0,-5.028,1,0.0873,0.0891,0.063,0.0685,0.937,100.721,4,pop
Kayzo,Wait,4.19,34.0,0.508,0.929,8.0,-3.018,1,0.142,0.00099,0.313,0.0876,0.227,149.844,4,rock
Deaf Rat,Within the Dead Souls,4.11,28.0,0.527,0.971,5.0,-4.153,0,0.0486,2.74e-05,3.66e-05,0.0866,0.325,123.993,4,rock
Nervosa,Perpetual Chaos,3.65,30.0,0.494,0.878,7.0,-8.676,1,0.0429,8.76e-06,0.00914,0.112,0.256,119.995,4,metal
Zen Guerrilla,Moonage Daydream,5.03,34.0,0.159,0.978,1.0,-3.937,1,0.09,0.00267,0.527,0.118,0.294,158.146,4,rock
In Flames,Metaphor,3.66,46.0,0.441,0.831,5.0,-7.611,0,0.0288,0.000928,0.0582,0.123,0.585,179.994,4,metal
Chuck Berry,No Particular Place To Go,2.72,62.0,0.596,0.791,7.0,-8.88,1,0.0446,0.425,0.000295,0.0886,0.98,129.237,4,rock
Allen/Olzon,Never Die,5.79,35.0,0.45,0.941,7.0,-5.657,0,0.062,0.000458,0.000111,0.0679,0.154,90.03,4,metal
◊©◊ù ◊ò◊ï◊ë ◊î◊ê◊ë◊ô,◊°◊ù ◊î◊®◊ì◊û◊î,3.63,46.0,0.704,0.667,5.0,-5.299,1,0.19,0.262,8.42e-06,0.106,0.592,148.205,4,hiphop
almost monday,broken people,3.38,58.0,0.758,0.723,9.0,-3.618,0,0.0764,0.0723,0.000656,0.0747,0.589,116.016,4,rock
The Exorcist GBG,Venus,2.91,37.0,0.297,0.585,4.0,-10.446,1,0.0432,0.0113,0.927,0.11,0.102,105.415,4,rock
Veruca Salt,Volcano Girls,3.32,56.0,0.543,0.961,4.0,-2.749,1,0.0373,0.000789,1.29e-06,0.431,0.567,131.463,4,rock
Blackberry Smoke,Flesh and Bone,6.29,18.0,0.419,0.812,5.0,-7.759,1,0.0411,0.000996,0.641,0.972,0.557,110.481,4,rock
